"Date","Price","Open","High","Low","Vol.","Change %"
"04/07/2014","1,298.25","1,299.13","1,299.75","1,291.28","87.10M","-0.09%"
"04/06/2014","1,299.37","1,290.64","1,299.37","1,287.67","88.40M","-0.09%"
"04/03/2014","1,300.56","1,300.86","1,302.20","1,298.16","98.16M","0.10%"
"04/02/2014","1,299.28","1,298.20","1,299.28","1,295.59","77.11M","0.38%"
"04/01/2014","1,294.42","1,286.73","1,294.45","1,286.39","79.47M","0.90%"
"03/31/2014","1,282.83","1,281.20","1,283.73","1,276.22","90.92M","0.10%"
"03/30/2014","1,281.60","1,281.34","1,283.03","1,278.46","112.26M","0.01%"
"03/27/2014","1,281.50","1,283.59","1,283.88","1,278.47","172.21M","-0.45%"
"03/26/2014","1,287.33","1,288.56","1,292.57","1,286.66","193.39M","0.24%"
"03/25/2014","1,284.21","1,276.46","1,287.16","1,275.72","103.00M","0.84%"
"03/24/2014","1,273.46","1,287.02","1,290.07","1,270.19","91.12M","-0.77%"
"03/23/2014","1,283.39","1,273.77","1,284.00","1,272.56","58.67M","0.38%"
"03/20/2014","1,278.54","1,278.03","1,282.07","1,276.95","107.10M","-0.28%"
"03/19/2014","1,282.16","1,277.80","1,282.67","1,276.46","83.96M","0.50%"
"03/18/2014","1,275.75","1,273.70","1,275.75","1,269.44","56.78M","0.34%"
"03/17/2014","1,271.49","1,267.23","1,273.01","1,265.13","66.05M","0.31%"
"03/13/2014","1,267.51","1,268.15","1,269.50","1,265.85","144.45M","0.16%"
"03/12/2014","1,265.43","1,269.35","1,269.35","1,260.99","66.30M","-0.57%"
"03/11/2014","1,272.66","1,270.60","1,272.74","1,267.73","79.94M","0.47%"
"03/10/2014","1,266.75","1,265.10","1,272.86","1,264.29","67.94M","0.03%"
"03/09/2014","1,266.32","1,266.35","1,267.74","1,264.33","50.20M","-0.53%"
"03/06/2014","1,273.07","1,272.06","1,275.90","1,267.38","61.14M","0.24%"
"03/05/2014","1,269.99","1,270.02","1,271.31","1,267.67","69.64M","0.11%"
"03/04/2014","1,268.58","1,259.48","1,268.82","1,259.27","118.78M","1.22%"
"03/03/2014","1,253.24","1,254.36","1,254.36","1,246.46","79.90M","-0.26%"
"03/02/2014","1,256.54","1,257.85","1,257.85","1,252.47","47.82M","0.00%"
"02/27/2014","1,256.53","1,257.79","1,259.25","1,250.62","197.88M","0.25%"
"02/26/2014","1,253.35","1,245.38","1,253.35","1,244.04","76.03M","0.97%"
"02/25/2014","1,241.28","1,241.17","1,245.05","1,237.15","74.91M","0.38%"
"02/24/2014","1,236.58","1,225.69","1,236.58","1,225.69","81.24M","0.85%"
"02/23/2014","1,226.10","1,231.52","1,231.52","1,225.21","41.53M","0.06%"
"02/20/2014","1,225.34","1,220.92","1,225.34","1,218.22","63.42M","0.07%"
"02/19/2014","1,224.45","1,224.48","1,225.74","1,220.80","60.48M","0.14%"
"02/18/2014","1,222.76","1,221.70","1,224.65","1,217.90","67.73M","0.25%"
"02/17/2014","1,219.77","1,216.78","1,220.96","1,216.00","26.11M","0.35%"
"02/16/2014","1,215.57","1,215.15","1,219.14","1,215.04","31.34M","0.54%"
"02/13/2014","1,209.05","1,208.85","1,209.14","1,203.27","72.36M","-0.10%"
"02/12/2014","1,210.22","1,215.72","1,216.91","1,209.43","94.92M","0.10%"
"02/11/2014","1,209.07","1,208.53","1,212.83","1,207.16","134.26M","0.39%"
"02/10/2014","1,204.35","1,208.04","1,210.08","1,200.16","137.19M","-0.41%"
"02/09/2014","1,209.30","1,211.47","1,212.97","1,208.59","145.77M","0.22%"
"02/06/2014","1,206.64","1,200.72","1,212.21","1,200.67","97.07M","0.60%"
